Sexo;Comunidades Autónomas;Sector del nivel de formación alcanzado;Periodo;Total
Hombres;06 Cantabria;99 Sectores desconocidos o no especificados;2017;32,36
Hombres;06 Cantabria;99 Sectores desconocidos o no especificados;2016;0
Hombres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2020;11,25
Hombres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2019;13,66
Hombres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2018;11,75
Hombres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2017;15,52
Hombres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2016;17,11
Hombres;07 Castilla y León;01 Educación;2020;3,85
Hombres;07 Castilla y León;01 Educación;2019;0
Hombres;07 Castilla y León;01 Educación;2018;8,48
Hombres;07 Castilla y León;01 Educación;2017;6,07
Hombres;07 Castilla y León;01 Educación;2016;4,33
Hombres;07 Castilla y León;02 Artes, humanidades y lenguas;2020;18,06
Hombres;07 Castilla y León;02 Artes, humanidades y lenguas;2019;5,27
Hombres;07 Castilla y León;02 Artes, humanidades y lenguas;2018;0
Hombres;07 Castilla y León;02 Artes, humanidades y lenguas;2017;13,22
Hombres;07 Castilla y León;02 Artes, humanidades y lenguas;2016;12,66
Hombres;07 Castilla y León;03 Ciencias sociales, periodismo y documentación;2020;9,26
Hombres;07 Castilla y León;03 Ciencias sociales, periodismo y documentación;2019;9,59
Hombres;07 Castilla y León;03 Ciencias sociales, periodismo y documentación;2018;15,5
Hombres;07 Castilla y León;03 Ciencias sociales, periodismo y documentación;2017;9,95
Hombres;07 Castilla y León;03 Ciencias sociales, periodismo y documentación;2016;11,29
Hombres;07 Castilla y León;04 Negocios, administración y derecho;2020;7,42
Hombres;07 Castilla y León;04 Negocios, administración y derecho;2019;8,35
Hombres;07 Castilla y León;04 Negocios, administración y derecho;2018;6,67
Hombres;07 Castilla y León;04 Negocios, administración y derecho;2017;8,75
Hombres;07 Castilla y León;04 Negocios, administración y derecho;2016;8,16
Hombres;07 Castilla y León;05 Ciencias naturales, químicas, físicas y matemáticas;2020;1,13
Hombres;07 Castilla y León;05 Ciencias naturales, químicas, físicas y matemáticas;2019;4,62
Hombres;07 Castilla y León;05 Ciencias naturales, químicas, físicas y matemáticas;2018;4,95
Hombres;07 Castilla y León;05 Ciencias naturales, químicas, físicas y matemáticas;2017;14,23
Hombres;07 Castilla y León;05 Ciencias naturales, químicas, físicas y matemáticas;2016;14,84
Hombres;07 Castilla y León;06 Tecnologías de la información y las comunicaciones (TIC);2020;5,79
Hombres;07 Castilla y León;06 Tecnologías de la información y las comunicaciones (TIC);2019;15,17
Hombres;07 Castilla y León;06 Tecnologías de la información y las comunicaciones (TIC);2018;11,77
Hombres;07 Castilla y León;06 Tecnologías de la información y las comunicaciones (TIC);2017;5,48
Hombres;07 Castilla y León;06 Tecnologías de la información y las comunicaciones (TIC);2016;15,64
Hombres;07 Castilla y León;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;9,04
Hombres;07 Castilla y León;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;8,85
Hombres;07 Castilla y León;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;5,89
Hombres;07 Castilla y León;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;9,81
Hombres;07 Castilla y León;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;9,61
Hombres;07 Castilla y León;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;16,27
Hombres;07 Castilla y León;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;1,87
Hombres;07 Castilla y León;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;2,63
Hombres;07 Castilla y León;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;4,45
Hombres;07 Castilla y León;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;5,81
Hombres;07 Castilla y León;09 Salud y servicios sociales;2020;0
Hombres;07 Castilla y León;09 Salud y servicios sociales;2019;14,01
Hombres;07 Castilla y León;09 Salud y servicios sociales;2018;4,03
Hombres;07 Castilla y León;09 Salud y servicios sociales;2017;4,67
Hombres;07 Castilla y León;09 Salud y servicios sociales;2016;7,68
Hombres;07 Castilla y León;10 Servicios;2020;9,35
Hombres;07 Castilla y León;10 Servicios;2019;6,24
Hombres;07 Castilla y León;10 Servicios;2018;14,28
Hombres;07 Castilla y León;10 Servicios;2017;3,45
Hombres;07 Castilla y León;10 Servicios;2016;11,49
Hombres;07 Castilla y León;99 Sectores desconocidos o no especificados;2020;14,83
Hombres;07 Castilla y León;99 Sectores desconocidos o no especificados;2019;42,54
Hombres;07 Castilla y León;99 Sectores desconocidos o no especificados;2018;30,09
Hombres;07 Castilla y León;99 Sectores desconocidos o no especificados;2017;15,17
Hombres;07 Castilla y León;99 Sectores desconocidos o no especificados;2016;36,62
Hombres;08 Castilla - La Mancha;00 Formación general, formación básica de adultos y habilidades personales;2020;15,04
Hombres;08 Castilla - La Mancha;00 Formación general, formación básica de adultos y habilidades personales;2019;14,88
Hombres;08 Castilla - La Mancha;00 Formación general, formación básica de adultos y habilidades personales;2018;16,47
Hombres;08 Castilla - La Mancha;00 Formación general, formación básica de adultos y habilidades personales;2017;20,52
Hombres;08 Castilla - La Mancha;00 Formación general, formación básica de adultos y habilidades personales;2016;21,65
Hombres;08 Castilla - La Mancha;01 Educación;2020;15,86
Hombres;08 Castilla - La Mancha;01 Educación;2019;4,63
Hombres;08 Castilla - La Mancha;01 Educación;2018;5,81
Hombres;08 Castilla - La Mancha;01 Educación;2017;16,72
Hombres;08 Castilla - La Mancha;01 Educación;2016;12,99
Hombres;08 Castilla - La Mancha;02 Artes, humanidades y lenguas;2020;23,52
Hombres;08 Castilla - La Mancha;02 Artes, humanidades y lenguas;2019;9,2
Hombres;08 Castilla - La Mancha;02 Artes, humanidades y lenguas;2018;8,81
Hombres;08 Castilla - La Mancha;02 Artes, humanidades y lenguas;2017;13,25
Hombres;08 Castilla - La Mancha;02 Artes, humanidades y lenguas;2016;13,93
Hombres;08 Castilla - La Mancha;03 Ciencias sociales, periodismo y documentación;2020;19,21
Hombres;08 Castilla - La Mancha;03 Ciencias sociales, periodismo y documentación;2019;3,7
Hombres;08 Castilla - La Mancha;03 Ciencias sociales, periodismo y documentación;2018;8,23
Hombres;08 Castilla - La Mancha;03 Ciencias sociales, periodismo y documentación;2017;0
Hombres;08 Castilla - La Mancha;03 Ciencias sociales, periodismo y documentación;2016;15,05
Hombres;08 Castilla - La Mancha;04 Negocios, administración y derecho;2020;12,45
Hombres;08 Castilla - La Mancha;04 Negocios, administración y derecho;2019;8,1
Hombres;08 Castilla - La Mancha;04 Negocios, administración y derecho;2018;4,74
Hombres;08 Castilla - La Mancha;04 Negocios, administración y derecho;2017;11,75
Hombres;08 Castilla - La Mancha;04 Negocios, administración y derecho;2016;14,24
Hombres;08 Castilla - La Mancha;05 Ciencias naturales, químicas, físicas y matemáticas;2020;5,51
Hombres;08 Castilla - La Mancha;05 Ciencias naturales, químicas, físicas y matemáticas;2019;10,13
Hombres;08 Castilla - La Mancha;05 Ciencias naturales, químicas, físicas y matemáticas;2018;10,18
Hombres;08 Castilla - La Mancha;05 Ciencias naturales, químicas, físicas y matemáticas;2017;14,72
Hombres;08 Castilla - La Mancha;05 Ciencias naturales, químicas, físicas y matemáticas;2016;13,79
Hombres;08 Castilla - La Mancha;06 Tecnologías de la información y las comunicaciones (TIC);2020;5,56
Hombres;08 Castilla - La Mancha;06 Tecnologías de la información y las comunicaciones (TIC);2019;13,61
Hombres;08 Castilla - La Mancha;06 Tecnologías de la información y las comunicaciones (TIC);2018;11,82
Hombres;08 Castilla - La Mancha;06 Tecnologías de la información y las comunicaciones (TIC);2017;15,18
Hombres;08 Castilla - La Mancha;06 Tecnologías de la información y las comunicaciones (TIC);2016;10,78
Hombres;08 Castilla - La Mancha;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;9,38
Hombres;08 Castilla - La Mancha;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;9,96
Hombres;08 Castilla - La Mancha;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;10,35
Hombres;08 Castilla - La Mancha;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;13,85
Hombres;08 Castilla - La Mancha;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;11,43
Hombres;08 Castilla - La Mancha;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Hombres;08 Castilla - La Mancha;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;0
Hombres;08 Castilla - La Mancha;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;17,36
Hombres;08 Castilla - La Mancha;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;3,43
Hombres;08 Castilla - La Mancha;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;18,98
Hombres;08 Castilla - La Mancha;09 Salud y servicios sociales;2020;10,89
Hombres;08 Castilla - La Mancha;09 Salud y servicios sociales;2019;13,14
Hombres;08 Castilla - La Mancha;09 Salud y servicios sociales;2018;10,17
Hombres;08 Castilla - La Mancha;09 Salud y servicios sociales;2017;7,78
Hombres;08 Castilla - La Mancha;09 Salud y servicios sociales;2016;6,76
Hombres;08 Castilla - La Mancha;10 Servicios;2020;13,43
Hombres;08 Castilla - La Mancha;10 Servicios;2019;10,23
Hombres;08 Castilla - La Mancha;10 Servicios;2018;3,2
Hombres;08 Castilla - La Mancha;10 Servicios;2017;16,61
Hombres;08 Castilla - La Mancha;10 Servicios;2016;15,19
Hombres;08 Castilla - La Mancha;99 Sectores desconocidos o no especificados;2020;32,12
Hombres;08 Castilla - La Mancha;99 Sectores desconocidos o no especificados;2019;7,34
Hombres;08 Castilla - La Mancha;99 Sectores desconocidos o no especificados;2018;13,59
Hombres;08 Castilla - La Mancha;99 Sectores desconocidos o no especificados;2017;36,42
Hombres;08 Castilla - La Mancha;99 Sectores desconocidos o no especificados;2016;38,03
Hombres;09 Cataluña;00 Formación general, formación básica de adultos y habilidades personales;2020;14,85
Hombres;09 Cataluña;00 Formación general, formación básica de adultos y habilidades personales;2019;14,19
Hombres;09 Cataluña;00 Formación general, formación básica de adultos y habilidades personales;2018;14,21
Hombres;09 Cataluña;00 Formación general, formación básica de adultos y habilidades personales;2017;14,63
Hombres;09 Cataluña;00 Formación general, formación básica de adultos y habilidades personales;2016;20,17
Hombres;09 Cataluña;01 Educación;2020;16,3
Hombres;09 Cataluña;01 Educación;2019;0
Hombres;09 Cataluña;01 Educación;2018;10,66
Hombres;09 Cataluña;01 Educación;2017;6,9
Hombres;09 Cataluña;01 Educación;2016;6,19
Hombres;09 Cataluña;02 Artes, humanidades y lenguas;2020;10,53
Hombres;09 Cataluña;02 Artes, humanidades y lenguas;2019;18,82
Hombres;09 Cataluña;02 Artes, humanidades y lenguas;2018;7,45
Hombres;09 Cataluña;02 Artes, humanidades y lenguas;2017;12,28
Hombres;09 Cataluña;02 Artes, humanidades y lenguas;2016;9,56
Hombres;09 Cataluña;03 Ciencias sociales, periodismo y documentación;2020;7,1
Hombres;09 Cataluña;03 Ciencias sociales, periodismo y documentación;2019;7,5
Hombres;09 Cataluña;03 Ciencias sociales, periodismo y documentación;2018;3,53
Hombres;09 Cataluña;03 Ciencias sociales, periodismo y documentación;2017;10,32
Hombres;09 Cataluña;03 Ciencias sociales, periodismo y documentación;2016;13,65
Hombres;09 Cataluña;04 Negocios, administración y derecho;2020;8,42
Hombres;09 Cataluña;04 Negocios, administración y derecho;2019;9,3
Hombres;09 Cataluña;04 Negocios, administración y derecho;2018;8,73
Hombres;09 Cataluña;04 Negocios, administración y derecho;2017;7,08
Hombres;09 Cataluña;04 Negocios, administración y derecho;2016;6,26
Hombres;09 Cataluña;05 Ciencias naturales, químicas, físicas y matemáticas;2020;4,77
Hombres;09 Cataluña;05 Ciencias naturales, químicas, físicas y matemáticas;2019;5,05
Hombres;09 Cataluña;05 Ciencias naturales, químicas, físicas y matemáticas;2018;3,82
Hombres;09 Cataluña;05 Ciencias naturales, químicas, físicas y matemáticas;2017;6,98
Hombres;09 Cataluña;05 Ciencias naturales, químicas, físicas y matemáticas;2016;7,36
Hombres;09 Cataluña;06 Tecnologías de la información y las comunicaciones (TIC);2020;16,24
Hombres;09 Cataluña;06 Tecnologías de la información y las comunicaciones (TIC);2019;12,25
Hombres;09 Cataluña;06 Tecnologías de la información y las comunicaciones (TIC);2018;4,22
Hombres;09 Cataluña;06 Tecnologías de la información y las comunicaciones (TIC);2017;11,06
Hombres;09 Cataluña;06 Tecnologías de la información y las comunicaciones (TIC);2016;8,13
Hombres;09 Cataluña;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;6,75
Hombres;09 Cataluña;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;7,11
Hombres;09 Cataluña;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;7,21
Hombres;09 Cataluña;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;7,28
Hombres;09 Cataluña;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;8,9
Hombres;09 Cataluña;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Hombres;09 Cataluña;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;6,35
Hombres;09 Cataluña;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;7,4
Hombres;09 Cataluña;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;13,35
Hombres;09 Cataluña;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;7,59
Hombres;09 Cataluña;09 Salud y servicios sociales;2020;4,09
Hombres;09 Cataluña;09 Salud y servicios sociales;2019;6,38
Hombres;09 Cataluña;09 Salud y servicios sociales;2018;8,03
Hombres;09 Cataluña;09 Salud y servicios sociales;2017;4,42
Hombres;09 Cataluña;09 Salud y servicios sociales;2016;11,28
Hombres;09 Cataluña;10 Servicios;2020;8,34
Hombres;09 Cataluña;10 Servicios;2019;2,64
Hombres;09 Cataluña;10 Servicios;2018;6,37
Hombres;09 Cataluña;10 Servicios;2017;16,79
Hombres;09 Cataluña;10 Servicios;2016;17,58
Hombres;09 Cataluña;99 Sectores desconocidos o no especificados;2020;54,6
Hombres;09 Cataluña;99 Sectores desconocidos o no especificados;2019;10,57
Hombres;09 Cataluña;99 Sectores desconocidos o no especificados;2018;29,33
Hombres;09 Cataluña;99 Sectores desconocidos o no especificados;2017;14,58
Hombres;09 Cataluña;99 Sectores desconocidos o no especificados;2016;17,77
Hombres;10 Comunitat Valenciana;00 Formación general, formación básica de adultos y habilidades personales;2020;17,5
Hombres;10 Comunitat Valenciana;00 Formación general, formación básica de adultos y habilidades personales;2019;14,03
